A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW
-0.001993517,-0.023334352,-0.048999288,-0.078384044,-0.110573517,-0.144366922,-0.178315938,-0.210773203,-0.23995228,-0.264004818,-0.28112406,-0.28968407,-0.288419395,-0.276639981,-0.254462121,-0.223020861,-0.18461667,-0.142743633,-0.101951617,-0.067512694,-0.044891756,-0.039059076,-0.053722323,-0.090589292,-0.148792239,-0.22460355,-0.311546834,-0.400957969,-0.482982531,-0.547919048,-0.587744428,-0.597602757,-0.577013613,-0.530569789,-0.467949,-0.403155164,-0.353020216,-0.335119724,-0.365364304,-0.455603748,-0.611605929,-0.831739148,-1.106595966,-1.419660444,-1.748960392,-2.069489034,-2.356055028,-2.586150041,-2.742423011
0.000804558,0.012465782,0.022105798,0.027708515,0.027475766,0.020279062,0.006151064,-0.013260723,-0.034372615,-0.051574304,-0.057453989,-0.043389817,-0.000505614,0.07907731,0.200830212,0.366447125,0.572750203,0.811105667,1.067542392,1.323677884,1.558434471,1.750390312,1.880479678,1.9346615,1.906136968,1.796729486,1.617144243,1.385986202,1.127608822,0.869057925,0.636531468,0.451868051,0.329587347,0.274931219,0.283206895,0.34053715,0.425909008,0.514216507,0.579845545,0.600272923,0.559158482,0.448496714,0.269547151,0.032455478,-0.245322301,-0.541505327,-0.831973983,-1.093797683,-1.307872114
0.004096314,0.029499117,0.057341963,0.086184465,0.114723172,0.142181244,0.168726916,0.195851687,0.226626736,0.265755088,0.31935085,0.394406733,0.497955813,0.635988663,0.812244753,1.027047048,1.276379248,1.551405549,1.838596184,2.120547849,2.37748383,2.58929984,2.737909591,2.809562451,2.79677409,2.699541669,2.525607279,2.289674086,2.011644937,1.714113373,1.419462799,1.146998132,0.910533733,0.716792654,0.564847984,0.446678607,0.348744956,0.254340775,0.146366456,0.010113244,-0.164347453,-0.38051089,-0.634749007,-0.916664129,-1.210409911,-1.496760309,-1.755601264,-1.968467594,-2.120757306
0.043161829,0.02376936,0.001860993,-0.022611863,-0.049692712,-0.07941974,-0.111825595,-0.146937184,-0.184775478,-0.225355346,-0.268685387,-0.314767797,-0.363598244,-0.415165762,-0.469452671,-0.526434511,-0.586079998,-0.648351002,-0.713202545,-0.780582822,-0.850433243,-0.922688494,-0.997276627,-1.074119163,-1.153131222,-1.234221672,-1.317293304,-1.402243015,-1.488962028,-1.577336116,-1.667245853,-1.758566884,-1.851170206,-1.944922467,-2.039686287,-2.135320582,-2.23168091,-2.328619827,-2.425987248,-2.523630827,-2.621396337,-2.719128063,-2.816669195,-2.913862229,-3.010549371,-3.106572942,-3.201775779,-3.296001639,-3.389095603
0.141742093,0.111678615,0.079426698,0.044980428,0.008338639,-0.030495006,-0.071511946,-0.114698664,-0.160036644,-0.207502347,-0.257067194,-0.308697567,-0.362354828,-0.41799535,-0.47557056,-0.535027005,-0.596306423,-0.65934584,-0.72407767,-0.790429838,-0.858325914,-0.927685262,-0.998423196,-1.07045116,-1.143676911,-1.218004718,-1.29333557,-1.3695674,-1.446595307,-1.524311804,-1.602607058,-1.681369148,-1.760484327,-1.839837287,-1.919311437,-1.998789171,-2.078152157,-2.157281615,-2.236058601,-2.314364292,-2.392080273,-2.469088813,-2.545273155,-2.620517785,-2.69470871,-2.767733727,-2.839482684,-2.90984774,-2.978723608
-0.008296306,0.007268119,0.023389979,0.039839389,0.056366219,0.072701237,0.088557473,0.103631814,0.117606805,0.130152664,0.140929481,0.149589601,0.15578017,0.159145818,0.159331464,0.155985227,0.148761397,0.137323467,0.121347173,0.100523534,0.074561851,0.043192644,0.006170485,-0.036723282,-0.085677979,-0.140851211,-0.202366683,-0.270312251,-0.34473822,-0.425655913,-0.51303653,-0.606810311,-0.706866008,-0.813050688,-0.925169867,-1.042987969,-1.16622913,-1.29457832,-1.42768279,-1.565153842,-1.706568876,-1.851473743,-1.999385345,-2.149794487,-2.302168937,-2.455956694,-2.610589401,-2.765485912,-2.920055948
-0.004547436,0.016154858,0.036451576,0.056088895,0.074800354,0.092307937,0.108323287,0.122549039,0.134680268,0.144406048,0.151411109,0.155377587,0.155986859,0.15292145,0.145866993,0.13451425,0.118561155,0.097714885,0.071693936,0.040230191,0.003070967,-0.040018982,-0.089255511,-0.144833198,-0.206923544,-0.275673272,-0.351202737,-0.433604463,-0.522941817,-0.619247836,-0.722524219,-0.832740486,-0.949833316,-1.073706086,-1.204228588,-1.341236961,-1.484533812,-1.633888555,-1.789037946,-1.949686826,-2.115509064,-2.286148699,-2.461221271,-2.640315337,-2.822994161,-3.008797573,-3.197243977,-3.387832503,-3.580045287
0.091252483,0.10657445,0.119621265,0.130247662,0.13831379,0.143685944,0.146237278,0.145848504,0.142408564,0.135815279,0.125975969,0.112808032,0.096239495,0.076209518,0.052668854,0.025580261,-0.005081128,-0.039327501,-0.077158108,-0.118559063,-0.163503202,-0.211950006,-0.26384558,-0.319122696,-0.377700901,-0.43948668,-0.504373691,-0.572243048,-0.642963683,-0.716392745,-0.792376074,-0.87074872,-0.951335519,-1.033951718,-1.118403646,-1.204489429,-1.291999748,-1.380718629,-1.470424271,-1.560889894,-1.651884625,-1.743174384,-1.834522807,-1.92569216,-2.016444272,-2.106541464,-2.195747473,-2.283828368,-2.37055346
-0.004788895,0.00840328,0.022584385,0.037540076,0.053026603,0.06877166,0.084475624,0.099813182,0.114435335,0.127971796,0.140033731,0.150216871,0.15810493,0.163273325,0.165293161,0.163735429,0.158175397,0.148197125,0.133398071,0.113393727,0.087822236,0.056348927,0.018670721,-0.02547965,-0.076329671,-0.134063368,-0.198817973,-0.27068099,-0.349687686,-0.435819068,-0.529000354,-0.629099989,-0.735929203,-0.849242144,-0.968736588,-1.094055214,-1.224787453,-1.360471891,-1.500599202,-1.644615582,-1.791926657,-1.941901822,-2.093878963,-2.24716951,-2.401063775,-2.554836517,-2.707752658,-2.859073114,-3.008060654
-0.019233929,-0.081080677,-0.141888242,-0.199209843,-0.250562785,-0.293563749,-0.326073615,-0.346343358,-0.35315145,-0.345922719,-0.324818876,-0.290791919,-0.245593521,-0.191736027,-0.132403894,-0.071317934,-0.012558387,0.039643701,0.081134356,0.108069256,0.117135382,0.105746227,0.072196496,0.015764844,-0.06324312,-0.163514926,-0.282812975,-0.418111723,-0.565779832,-0.721793403,-0.881964186,-1.042165843,-1.198541963,-1.347681596,-1.486751267,-1.613576535,-1.726670668,-1.825212603,-1.908980458,-1.978250239,-2.033671661,-2.076134044,-2.106635042,-2.126163575,-2.135605999,-2.135681559,-2.126909838,-2.109609637,-2.083925754
0.004304521,0.068319737,0.127061837,0.177528894,0.217277993,0.244654765,0.25895563,0.26049876,0.25058867,0.231371085,0.205588192,0.176257737,0.146310931,0.11823193,0.0937444,0.073587435,0.057413998,0.043830655,0.030579532,0.014844225,-0.006356461,-0.035737054,-0.075334187,-0.126173786,-0.188067097,-0.259570737,-0.338125107,-0.420361655,-0.502545766,-0.581101863,-0.653153517,-0.717006092,-0.772503804,-0.821206596,-0.866353502,-0.912605368,-0.965587601,-1.031279346,-1.11531573,-1.222281918,-1.355080133,-1.514443188,-1.698651646,-1.903488478,-2.122438313,-2.347111205,-2.567846864,-2.774437114,-2.956893945
0.00422276,0.049350344,0.090260773,0.124596154,0.150509144,0.166876034,0.173444594,0.170890632,0.160766112,0.145334133,0.127300847,0.109469527,0.094355412,0.083809411,0.078702381,0.078718414,0.08229497,0.086730701,0.088460162,0.083471153,0.067818274,0.038168964,-0.007691485,-0.070469391,-0.149149681,-0.241003334,-0.341830564,-0.446423431,-0.549200202,-0.64493723,-0.729506254,-0.800518985,-0.857787838,-0.903531403,-0.9422834,-0.980500572,-1.025903497,-1.086619345,-1.170222455,-1.282783503,-1.428039003,-1.606779685,-1.816530852,-2.05156351,-2.303236482,-2.560631966,-2.81141477,-3.042822657,-3.242684303
0.125813343,0.097002383,0.066642605,0.034754668,0.001363473,-0.033501851,-0.069807979,-0.107517433,-0.146588642,-0.18697602,-0.228630055,-0.27149741,-0.31552105,-0.360640365,-0.406791325,-0.453906635,-0.501915903,-0.55074583,-0.6003204,-0.650561082,-0.701387046,-0.752715388,-0.804461352,-0.856538572,-0.908859315,-0.961334723,-1.013875068,-1.066390008,-1.118788835,-1.170980742,-1.22287507,-1.274381572,-1.32541066,-1.375873659,-1.425683055,-1.474752732,-1.52299821,-1.570336875,-1.616688201,-1.661973961,-1.706118432,-1.749048591,-1.790694296,-1.830988463,-1.869867226,-1.907270084,-1.943140043,-1.977423738,-2.010071544
-0.006572794,0.013105704,0.030772787,0.046246008,0.059345982,0.069897316,0.07772955,0.082678085,0.084585118,0.083300555,0.078682905,0.070600158,0.058930628,0.043563762,0.024400909,0.001356044,-0.025643557,-0.056656701,-0.091727718,-0.130885968,-0.174145412,-0.221504259,-0.272944684,-0.328432624,-0.387917654,-0.451332941,-0.518595287,-0.589605247,-0.664247334,-0.742390306,-0.823887539,-0.908577472,-0.996284138,-1.086817772,-1.179975483,-1.275542007,-1.373290522,-1.472983524,-1.57437376,-1.677205214,-1.781214146,-1.886130159,-1.991677314,-2.097575269,-2.20354044,-2.309287179,-2.414528968,-2.518979602,-2.622354386
0.003655374,0.033081968,0.070203084,0.115985409,0.171313619,0.23692595,0.313343668,0.400798193,0.499160651,0.607879299,0.725930673,0.851790226,0.9834276,1.118330574,1.25356008,1.385836641,1.511656224,1.627431121,1.729649113,1.815042213,1.880754844,1.924500563,1.944696566,1.940566136,1.912201036,1.860578341,1.787529257,1.695660799,1.588234525,1.4690096,1.342059939,1.211576978,1.081670462,0.956179553,0.838505553,0.731475672,0.637244801,0.557239345,0.492144116,0.441930326,0.405920102,0.382880822,0.371141122,0.368719688,0.373457895,0.383147981,0.39564959,0.408989059,0.421437573
0.015072002,0.025093281,0.032665053,0.037629713,0.039835895,0.039139379,0.035403983,0.028502432,0.018317199,0.004741311,-0.012320883,-0.032952992,-0.057225904,-0.085197174,-0.116910465,-0.152395052,-0.191665393,-0.234720783,-0.281545063,-0.332106425,-0.386357287,-0.444234249,-0.505658134,-0.570534118,-0.63875193,-0.710186146,-0.784696563,-0.86212865,-0.942314083,-1.025071348,-1.110206428,-1.197513551,-1.286776004,-1.377767012,-1.470250669,-1.563982926,-1.658712612,-1.754182511,-1.850130457,-1.946290465,-2.042393879,-2.138170534,-2.233349924,-2.327662377,-2.420840209,-2.512618882,-2.60273813,-2.690943065,-2.77698525
0.085556009,0.049480658,0.012508631,-0.025335833,-0.064026908,-0.103537207,-0.143837806,-0.18489828,-0.226686737,-0.26916986,-0.312312942,-0.35607994,-0.40043352,-0.445335107,-0.490744947,-0.536622158,-0.582924793,-0.629609908,-0.676633621,-0.723951187,-0.771517066,-0.819284995,-0.867208067,-0.915238802,-0.963329232,-1.011430977,-1.059495324,-1.107473315,-1.155315826,-1.20297365,-1.250397584,-1.297538512,-1.344347488,-1.390775825,-1.436775171,-1.4822976,-1.527295693,-1.571722614,-1.615532199,-1.65867903,-1.701118513,-1.742806955,-1.78370164,-1.823760897,-1.862944173,-1.901212098,-1.938526554,-1.974850732,-2.010149193
-0.030672287,-0.01664371,-0.001375242,0.014924152,0.032013797,0.049622003,0.067447172,0.085159305,0.102401933,0.118794452,0.133934851,0.147402829,0.158763264,0.167570021,0.173370048,0.175707742,0.174129527,0.168188605,0.15744982,0.141494593,0.119925861,0.092372964,0.058496423,0.017992546,-0.029402193,-0.083907069,-0.145693353,-0.21488097,-0.291535584,-0.375666181,-0.467223174,-0.566097065,-0.672117695,-0.78505409,-0.904614924,-1.030449607,-1.162149972,-1.299252583,-1.441241616,-1.5875523,-1.737574885,-1.890659095,-2.046119016,-2.203238375,-2.361276147,-2.519472433,-2.67705454,-2.83324321,-2.987258908
-0.038567228,-0.025526626,-0.009338621,0.009882623,0.031958933,0.056645938,0.083631797,0.11253689,0.142914567,0.174252971,0.205978,0.23745739,0.268005934,0.2968918,0.32334391,0.346560301,0.365717392,0.379980039,0.388512264,0.390488503,0.385105231,0.37159278,0.349227179,0.317341835,0.275338857,0.222699839,0.158995917,0.083896927,-0.00282052,-0.10126618,-0.211430685,-0.33318153,-0.466260639,-0.610283575,-0.764740436,-0.928998468,-1.102306364,-1.283800225,-1.472511108,-1.667374073,-1.8672386,-2.070880246,-2.277013364,-2.484304716,-2.691387775,-2.896877509,-3.099385429,-3.297534698,-3.489975055
0.001806098,0.040295929,0.075072404,0.103693911,0.124116443,0.134924935,0.135511712,0.126172691,0.108099576,0.083258086,0.054157133,0.023529944,-0.006036954,-0.032479479,-0.054583411,-0.072211895,-0.086390926,-0.099227397,-0.113656601,-0.133041044,-0.160666685,-0.19920232,-0.250199535,-0.313711828,-0.388101147,-0.470078655,-0.554996445,-0.637371886,-0.71159117,-0.772708621,-0.81723818,-0.843826721,-0.853707353,-0.85085409,-0.841794788,-0.835082371,-0.84046949,-0.867872392,-0.92624035,-1.022462855,-1.160445624,-1.340468245,-1.558903408,-1.808334629,-2.078062014,-2.354940325,-2.624456259,-2.871927131,-3.083693689
0.133451418,0.116044873,0.094897933,0.069963233,0.041212451,0.008636782,-0.027752714,-0.067924901,-0.111828503,-0.159392169,-0.210524689,-0.265115346,-0.323034403,-0.38413373,-0.448247551,-0.515193322,-0.584772722,-0.656772747,-0.730966908,-0.807116515,-0.88497204,-0.964274544,-1.044757161,-1.126146621,-1.208164813,-1.290530353,-1.372960168,-1.455171066,-1.536881293,-1.617812058,-1.697689014,-1.776243689,-1.853214861,-1.928349849,-2.001405741,-2.072150522,-2.140364118,-2.205839339,-2.268382721,-2.327815258,-2.383973033,-2.436707734,-2.485887058,-2.531395016,-2.573132119,-2.611015465,-2.644978721,-2.674972008,-2.700961691
0.002253776,0.018002946,0.028603656,0.031139683,0.022924641,0.00186274,-0.033205321,-0.082224863,-0.143770518,-0.215052626,-0.292110313,-0.370189171,-0.444272314,-0.509705268,-0.562832752,-0.601553327,-0.625699555,-0.637168119,-0.639755157,-0.638693536,-0.639935087,-0.649265007,-0.671370328,-0.709002944,-0.76237584,-0.828907183,-0.903382783,-0.97854847,-1.046078174,-1.097801071,-1.12702195,-1.129742004,-1.105588176,-1.058289868,-0.99559919,-0.928627622,-0.870656887,-0.835562126,-0.836048327,-0.881935845,-0.978731471,-1.126686772,-1.320480182,-1.54957322,-1.79919763,-2.05184362,-2.289053196,-2.493286479,-2.649627811
-0.007830454,0.012392858,0.031905284,0.050539656,0.06812496,0.084487127,0.099449895,0.112835704,0.12446664,0.134165418,0.141756397,0.147066616,0.149926858,0.150172725,0.147645715,0.142194305,0.133675023,0.1219535,0.106905506,0.088417946,0.066389826,0.040733161,0.011373839,-0.021747583,-0.058675152,-0.099436862,-0.144044087,-0.192491092,-0.244754646,-0.300793723,-0.360549309,-0.423944316,-0.490883591,-0.561254051,-0.634924908,-0.711748019,-0.791558334,-0.874174458,-0.95939931,-1.047020895,-1.136813158,-1.228536944,-1.321941039,-1.41676329,-1.512731803,-1.609566204,-1.706978963,-1.80467676,-1.902361902
0.032193761,0.046297491,0.058720842,0.06934899,0.078069725,0.084773934,0.089356084,0.091714694,0.091752815,0.08937849,0.084505208,0.077052348,0.066945603,0.054117393,0.038507252,0.020062198,-0.00126292,-0.025505105,-0.052692917,-0.082846211,-0.115975904,-0.152083778,-0.191162312,-0.23319455,-0.27815401,-0.326004626,-0.376700728,-0.430187062,-0.486398848,-0.54526188,-0.606692661,-0.670598578,-0.736878119,-0.805421124,-0.876109074,-0.948815418,-1.023405935,-1.099739125,-1.177666639,-1.257033736,-1.337679766,-1.419438683,-1.502139585,-1.585607265,-1.669662797,-1.754124125,-1.838806674,-1.923523971,-2.008088274
-0.007212811,-0.080173308,-0.154716951,-0.223035096,-0.276719861,-0.307874104,-0.310367679,-0.281062495,-0.220802538,-0.134971068,-0.033459684,0.07002997,0.15933097,0.217672829,0.229832521,0.184278621,0.07498883,-0.097349343,-0.324963641,-0.593535565,-0.883598927,-1.172609788,-1.437394971,-1.656633549,-1.813034339,-1.894939815,-1.897198042,-1.821274843,-1.674700516,-1.470033941,-1.223565755,-0.95396782,-0.68103838,-0.424610932,-0.203615122,-0.035223011,0.066000804,0.088998045,0.027154376,-0.120812086,-0.350166982,-0.649870614,-1.002858993,-1.38700366,-1.776750402,-2.14530893,-2.467147071,-2.720462574,-2.88928418
0.011025897,0.077985353,0.142607413,0.201861801,0.25256904,0.291526916,0.315651932,0.322129544,0.308565767,0.273131887,0.214693583,0.132915902,0.028336185,-0.097601718,-0.242556805,-0.403346469,-0.576048296,-0.756145345,-0.938709402,-1.118614041,-1.2907671,-1.450350458,-1.593053994,-1.71529035,-1.814377774,-1.888679741,-1.937692296,-1.962072921,-1.963608103,-1.945120371,-1.910319224,-1.863603805,-1.809828145,-1.754042135,-1.701222884,-1.65601174,-1.622471835,-1.603879746,-1.602562661,-1.619789606,-1.655721897,-1.709424354,-1.778935153,-1.861388715,-1.953183089,-2.050180853,-2.147931046,-2.241898834,-2.327689832
0.001532261,0.011490905,0.022694635,0.034957914,0.048069096,0.061790744,0.075860199,0.089990386,0.103870857,0.117169096,0.12953205,0.14058791,0.149948119,0.157209599,0.161957201,0.163766331,0.162205778,0.156840685,0.147235669,0.132958057,0.113581216,0.088687945,0.057873912,0.020751098,-0.02304877,-0.073870845,-0.132033851,-0.197826892,-0.271506391,-0.353293199,-0.443369894,-0.541878305,-0.648917276,-0.764540702,-0.888755856,-1.021522021,-1.162749449,-1.312298661,-1.469980092,-1.635554096,-1.808731313,-1.989173399,-2.176494119,-2.370260792,-2.56999609,-2.775180171,-2.985253139,-3.199617801,-3.41764272
0.023333521,0.050809926,0.076506199,0.100000999,0.120880669,0.138745143,0.153213847,0.163931472,0.170573535,0.17285162,0.170518194,0.163370915,0.151256347,0.134073009,0.111773684,0.084366969,0.051917999,0.014548351,-0.027564884,-0.07419085,-0.125047459,-0.179804669,-0.238088449,-0.299485364,-0.363547689,-0.42979897,-0.497739935,-0.566854647,-0.636616801,-0.706496055,-0.775964296,-0.844501734,-0.911602745,-0.976781365,-1.039576364,-1.099555828,-1.156321212,-1.209510802,-1.258802559,-1.303916345,-1.344615505,-1.380707819,-1.412045845,-1.438526674,-1.460091136,-1.476722499,-1.488444709,-1.495320229,-1.497447531
0.118197107,0.090830135,0.061868273,0.031346289,-0.000694258,-0.034205084,-0.069131276,-0.105411423,-0.142977792,-0.18175654,-0.221667954,-0.262626735,-0.304542311,-0.347319186,-0.39085731,-0.435052486,-0.4797968,-0.524979069,-0.570485312,-0.616199244,-0.662002772,-0.707776516,-0.753400325,-0.798753805,-0.843716852,-0.888170172,-0.931995806,-0.975077644,-1.017301924,-1.058557725,-1.098737434,-1.1377372,-1.17545736,-1.211802846,-1.246683564,-1.280014737,-1.311717229,-1.341717827,-1.369949496,-1.396351595,-1.420870061,-1.443457556,-1.46407358,-1.482684542,-1.499263804,-1.513791679,-1.526255408,-1.536649088,-1.544973579
0.049841978,0.055311597,0.057925495,0.057576118,0.054162344,0.047589935,0.037771979,0.024629307,0.008090888,-0.011905798,-0.035414414,-0.06247945,-0.09313593,-0.12740916,-0.165314499,-0.206857168,-0.252032093,-0.300823785,-0.353206255,-0.409142965,-0.468586823,-0.531480208,-0.597755041,-0.667332885,-0.740125096,-0.816033001,-0.894948119,-0.976752415,-1.061318595,-1.148510432,-1.238183126,-1.330183696,-1.424351409,-1.52051823,-1.618509302,-1.718143456,-1.819233741,-1.921587973,-2.025009314,-2.129296853,-2.234246215,-2.339650175,-2.445299287,-2.550982514,-2.65648787,-2.761603061,-2.866116121,-2.96981606,-3.072493486
-0.000550687,-0.017161327,-0.03704256,-0.059449649,-0.083168093,-0.106445159,-0.12693162,-0.141648466,-0.147001647,-0.138874558,-0.112829428,-0.064441885,0.010224535,0.114024913,0.248076328,0.411129128,0.599084168,0.804783357,1.018185236,1.226993509,1.4177379,1.577223006,1.694177372,1.760869455,1.774425919,1.737601798,1.658814054,1.551352962,1.431813778,1.317922825,1.2260442,1.168725216,1.15265629,1.177378823,1.234977083,1.310850343,1.385500152,1.437109251,1.44455878,1.39045143,1.26369513,1.061259869,0.788842168,0.460338883,0.096216522,-0.278967711,-0.639511634,-0.961540189,-1.225580366
0.055469122,0.072852379,0.088054319,0.100920128,0.111297585,0.119037693,0.123995321,0.126029836,0.125005746,0.120793328,0.113269259,0.102317224,0.087828524,0.069702657,0.047847881,0.022181763,-0.007368312,-0.040864649,-0.078358787,-0.119891081,-0.165490311,-0.215173342,-0.268944819,-0.326796906,-0.388709072,-0.454647927,-0.524567103,-0.598407191,-0.676095722,-0.757547209,-0.842663233,-0.931332593,-1.023431503,-1.118823837,-1.217361442,-1.318884486,-1.423221872,-1.530191686,-1.639601708,-1.751249961,-1.864925304,-1.980408068,-2.097470733,-2.215878638,-2.335390726,-2.455760321,-2.576735924,-2.698062045,-2.819480039
0.105040566,0.096249949,0.085169423,0.071737509,0.055896765,0.037594022,0.016780619,-0.006587373,-0.032548945,-0.061137941,-0.092382874,-0.126306748,-0.162926892,-0.202254817,-0.244296079,-0.289050161,-0.336510373,-0.386663768,-0.439491074,-0.494966645,-0.55305843,-0.613727965,-0.676930373,-0.742614396,-0.810722437,-0.881190626,-0.953948904,-1.028921126,-1.106025182,-1.18517314,-1.266271401,-1.349220886,-1.433917218,-1.520250949,-1.608107775,-1.697368793,-1.787910753,-1.879606337,-1.972324444,-2.065930497,-2.160286748,-2.255252607,-2.350684974,-2.446438581,-2.542366342,-2.638319709,-2.734149034,-2.829703935,-2.924833661
0.046300541,0.063307622,0.07837148,0.091262739,0.101759691,0.109650451,0.114735072,0.116827624,0.115758177,0.111374694,0.1035448,0.0921574,0.077124142,0.058380685,0.03588778,0.009632123,-0.02037301,-0.054087366,-0.091443569,-0.13234721,-0.176677203,-0.224286376,-0.275002313,-0.328628432,-0.384945294,-0.443712119,-0.504668514,-0.567536373,-0.632021945,-0.697818048,-0.764606395,-0.832060025,-0.899845793,-0.967626918,-1.035065542,-1.101825285,-1.167573768,-1.231985079,-1.29474216,-1.355539089,-1.414083237,-1.470097287,-1.523321081,-1.573513303,-1.620452964,-1.663940689,-1.7037998,-1.739877174,-1.772043899
0.086019214,0.085309363,0.082497699,0.077513398,0.070289345,0.060762396,0.048873645,0.034568666,0.017797757,-0.001483831,-0.023315674,-0.047731972,-0.074761353,-0.104426699,-0.13674498,-0.171727105,-0.209377796,-0.249695473,-0.292672156,-0.338293391,-0.386538193,-0.437379006,-0.490781684,-0.546705495,-0.605103141,-0.665920803,-0.729098203,-0.794568685,-0.862259324,-0.932091049,-1.003978785,-1.07783162,-1.153552989,-1.231040875,-1.310188028,-1.390882207,-1.473006434,-1.556439264,-1.641055072,-1.726724356,-1.813314048,-1.900687844,-1.988706539,-2.077228378,-2.166109411,-2.255203861,-2.344364492,-2.433442987,-2.52229033
0.071719648,0.067590779,0.06116476,0.052358968,0.041096746,0.027307864,0.010928954,-0.008096078,-0.029815659,-0.05427018,-0.081491667,-0.111503472,-0.144319999,-0.17994647,-0.218378722,-0.259603046,-0.303596063,-0.350324642,-0.399745857,-0.451806995,-0.506445597,-0.563589546,-0.6231572,-0.685057569,-0.749190529,-0.815447086,-0.883709675,-0.953852504,-1.025741929,-1.099236879,-1.174189304,-1.250444662,-1.327842437,-1.406216688,-1.485396617,-1.565207168,-1.645469647,-1.726002351,-1.806621221,-1.887140506,-1.967373428,-2.047132858,-2.126231999,-2.204485052,-2.281707896,-2.357718743,-2.4323388,-2.505392897,-2.576710115
-0.000462093,-0.022650326,-0.04987624,-0.081702961,-0.117323734,-0.155538525,-0.194741009,-0.232922149,-0.267702821,-0.296413498,-0.316241157,-0.324459714,-0.318748709,-0.297585768,-0.260674039,-0.209340985,-0.146825853,-0.078366469,-0.011006882,0.046921782,0.086645806,0.100056136,0.080952682,0.026247361,-0.063081982,-0.181490945,-0.318983505,-0.461926256,-0.594539711,-0.700926666,-0.767388099,-0.784696864,-0.74996644,-0.667777499,-0.550310548,-0.41636921,-0.289346519,-0.194359342,-0.154924148,-0.18964351,-0.309397012,-0.515474214,-0.798956613,-1.141469382,-1.517212521,-1.895981248,-2.246732508,-2.541176137,-2.756879401
0.000741754,0.008288087,0.014103414,0.01738922,0.017619476,0.014692591,0.009052826,0.001753223,-0.005565119,-0.010794707,-0.011588909,-0.005683107,0.008719913,0.032546847,0.065492123,0.105761881,0.14998374,0.19332742,0.229856248,0.253097008,0.256779589,0.235664058,0.186346983,0.107926522,0.002410898,-0.125221153,-0.267358131,-0.414487954,-0.556261617,-0.68276974,-0.78587074,-0.860387554,-0.90499403,-0.922643822,-0.920450572,-0.90900137,-0.901165371,-0.91053406,-0.949687262,-1.028510077,-1.152785008,-1.323250065,-1.535252115,-1.779044428,-2.040690314,-2.303454094,-2.549498569,-2.761673274,-2.925174614
-0.008746464,-0.015699224,-0.017739512,-0.015302585,-0.009404981,-0.001665068,0.005719253,0.01003954,0.008192973,-0.003157568,-0.027386693,-0.067683807,-0.12681851,-0.206910313,-0.309220012,-0.433979822,-0.580277791,-0.746009007,-0.92790196,-1.121623338,-1.32195891,-1.523062368,-1.718758636,-1.902883497,-2.069637985,-2.213934033,-2.33170765,-2.420177437,-2.478029483,-2.505514383,-2.504448023,-2.478114339,-2.431075105,-2.368898356,-2.297822778,-2.22437995,-2.154999271,-2.095621526,-2.051346322,-2.02613603,-2.022594705,-2.041834968,-2.083439555,-2.145517563,-2.224848981,-2.317105255,-2.417128931,-2.519252116,-2.617631784
-0.005258395,0.001718349,0.007916087,0.013207245,0.017462365,0.020550967,0.022342442,0.022707003,0.021516653,0.018646197,0.013974254,0.007384296,-0.001234324,-0.011985345,-0.024964591,-0.04025899,-0.057945629,-0.078090856,-0.100749435,-0.125963764,-0.153763169,-0.184163275,-0.217165467,-0.252756441,-0.290907863,-0.331576127,-0.374702228,-0.420211743,-0.468014934,-0.518006963,-0.570068223,-0.624064791,-0.679848988,-0.737260052,-0.79612492,-0.856259105,-0.917467673,-0.979546304,-1.042282433,-1.105456463,-1.168843032,-1.232212342,-1.295331515,-1.357965986,-1.41988091,-1.480842574,-1.540619808,-1.59898537,-1.65571731
-0.018550353,-0.01345842,-0.007385928,-0.000587177,0.006652148,0.01401681,0.021164308,0.027727594,0.033318197,0.037529749,0.039941849,0.040124263,0.037641381,0.032056905,0.022938714,0.00986384,-0.007576503,-0.029771889,-0.057087721,-0.089860404,-0.128392708,-0.172949393,-0.22375314,-0.280980854,-0.344760389,-0.415167738,-0.492224731,-0.575897276,-0.666094166,-0.762666488,-0.865407625,-0.974053873,-1.088285667,-1.207729401,-1.331959833,-1.46050304,-1.592839899,-1.728410051,-1.866616305,-2.006829431,-2.148393288,-2.29063023,-2.432846723,-2.574339118,-2.714399506,-2.852321599,-2.987406562,-3.118968741,-3.246341226
0.006972975,0.052576568,0.089648427,0.115594048,0.127922227,0.12434943,0.102905018,0.062032461,0.000681368,-0.081614803,-0.184680209,-0.307661538,-0.449019766,-0.606551033,-0.777437558,-0.958328052,-1.145445508,-1.334718718,-1.521932453,-1.702889994,-1.873580757,-2.030345198,-2.170028946,-2.29011841,-2.388850757,-2.465292273,-2.519380586,-2.551927949,-2.564584777,-2.559764605,-2.540533676,-2.51047021,-2.473499981,-2.433716113,-2.395191804,-2.361795042,-2.337014242,-2.323803111,-2.324451969,-2.340491324,-2.372631772,-2.420742353,-2.483867534,-2.560281019,-2.647572807,-2.74276437,-2.84244559,-2.94292629,-3.040394731
